dia,materia,assunto,num,fonte,enunciado,A,B,C,D,E,gabarito,imagens
2,LINGUAGENS,INTERPRETAÇÃO DE ASPECTOS DO TEXTO,3,ENEM 2014 PPL -- LIN,"**

**Interfaces**

Um dos mais importantes componentes do hipertexto é a sua interface. As
interfaces permitem a visualização do conteúdo, determinam o tipo de
interação que se estabelece entre as pessoas e a informação,
direcionando sua escolha e o acesso ao conteúdo.

O hipertexto retoma e transforma antigas interfaces da escrita (a noção
de interface não deve ser limitada às técnicas de comunicação
contemporânea). Constitui-se, na verdade, em uma poderosa rede de
interfaces que se conectam a partir de princípios básicos e que permitem
uma ""interação amigável"".

As particularidades do hipertexto virtual, como sua dinamicidade e seus
aspectos multimidiáticos, devem-se ao seu suporte ótico, magnético,
digital e à sua interface amigável. A influência do hipertexto é
tanta,que as representações de tipo cartográfico ganham cada vez mais
importância nas tecnologias intelectuais de suporte informático.

Esta influência também é devida ao fato de a memória humana, segundo
estudos da psicologia cognitiva, compreender e reter melhor as
informações organizadas, especialmente em diagramas e em mapas
conceituais manipuláveis. Por isso, imagina-se que o hipertexto deva
favorecer o domínio mais rápido e fácil das informações, em contraponto
a um audiovisual tradicional, por exemplo.

 Disponível em: vsites.unb.br. Acesso em: 1 ago. 2012.

O texto informa como as interfaces são reaproveitadas pelo hipertexto
virtual, influenciando as tecnologias de informação e comunicação. De
acordo com o texto, qual é a finalidade do uso do hipertexto quanto à
absorção e manipulação das informações?",Mesclar antigas interfaces com mecanismos virtuais.,Auxiliar os estudos de psicologia cognitiva com base nos hipertextos.,Amparar a pesquisa de mapas e diagramas relacionados à cartografia.,Salientar a importância das tecnologias de informação e comunicação.,Ajudar na apreensão das informações de modo mais eficaz e facilitado.,E,
2,LINGUAGENS,INTERPRETAÇÃO DE ASPECTOS DO TEXTO,4,ENEM 2019 PPL -- LIN,"**

**Alegria, alegria**

Que maravilhoso país o nosso, onde se pode contratar quarenta músicos
para tocar um *uníssono*. (Mile Davis, durante uma gravação)

antes havia orlando silva & flauta, e até mesmo no meio do meio-dia.
antes havia os prados e os bosques na gravura dos meus olhos. antes de
ontem o céu estava muito azul e eu & ela passamos por baixo desse céu.
ao mesmo tempo, com medo dos cachorros e sem muita pressa de chegar do
lado de lá.

do lado de cá não resta quase ninguém. apenas os sapatos polidos
refletem os automóveis que, por sua vez, polidos, refletem os
sapatos\...

Quanto ao seu aspecto formal, a escrita do texto de Caetano Veloso
apresenta um(a)",escolha lexical permeada por estrangeirismos e neologismos.,regra típica da escrita contemporânea comum em textos da internet.,"padrão inusitado, com um registro próprio, decorrente da criação poética.","nova sintaxe, identificada por uma reorganização da articulação entre as frases.","emprego inadequado da norma-padrão, gerador de incompreensão comunicativa.",C,
2,LINGUAGENS,INTERPRETAÇÃO DE ASPECTOS DO TEXTO,5,ENEM 2016 PPL -- LIN,"**

**Árvore é cortada para dar lugar à propaganda sobre preservação
ambiental**

""Uma criança abraça uma árvore com o sorriso no rosto. No fundo verde,
uma mensagem exalta a importância da preservação da natureza e lembra o
Dia da Árvore"". O que seria um roteiro padrão para uma peça publicitária
virou motivo de revolta e indignação em uma cidade do interior de São
Paulo. Isso porque uma empresa de outdoor derrubou uma árvore centenária
em um terreno para a instalação de suas placas.

A empresa teria informado que tinha autorização da prefeitura e da
polícia ambiental para cortar a árvore. Sobre a propaganda, a empresa
disse que foi ""uma infeliz coincidência"", já que não sabia o que iria
ser anunciado.

Em nota, a Companhia de Tecnologia de Saneamento Ambiental (Cetesb),
ligada à Secretaria do Meio Ambiente do governo paulista, informou que
não há nenhuma autorização em nome da empresa para o corte da árvore.

A multa, segundo a polícia ambiental, varia entre R\$100 e R\$ 1 000 por
árvore ou planta cortada.

Disponível em: http://oglobo.globo.com.

O texto apresenta uma crítica ao uso social de um *outdoor*. Essa
crítica está associada ao fato de",uma multa de R\$ 100 a R\$ 1 000 ser aplicada por corte de árvore ou de planta.,a Secretaria do Meio Ambiente ter negado a autorização do corte da árvore.,"a empresa informar que foi uma ""infeliz coincidência"" o corte da árvore.",uma campanha ambiental ter substituído uma árvore centenária.,a empresa utilizar a imagem de uma criança na campanha.,D,
2,LINGUAGENS,INTERPRETAÇÃO DE ASPECTOS DO TEXTO,6,ENEM 2010 -- 2ª APL -- LIN,"**Texto I**

**Chão de esmeralda**

Me sinto pisando

Um chão de esmeraldas

Quando levo meu coração

À Mangueira

Sob uma chuva de rosas

Meu sangue jorra das veias

E tinge um tapete

Pra ela sambar

É a realeza dos bambas

Que quer se mostrar

Soberba, garbosa

Minha escola é um catavento a girar

É verde, é rosa

Oh, abre alas pra Mangueira passar

BUARQUE, C.; CARVALHO, H. B. Chico Buarque de Mangueira. Marola Edições
Musicais Ltda. BMG. 1997. Disponível em: www.chicobuarque.com.br. Acesso
em: 30 abr. 2010.

**Texto II**

Quando a escola de samba entra na Marquês de Sapucaí, a plateia delira,
o coração dos componentes bate mais forte e o que vale é a emoção. Mas,
para que esse verdadeiro espetáculo entre em cena, por trás da cortina
de fumaça dos fogos de artifício, existe um verdadeiro batalhão de
alegria: são costureiras, aderecistas, diretores de ala e de harmonia,
pesquisador de enredo e um infinidade de profissionais de garantem que
tudo esteja perfeito na hora do desfile.

AMORIM, M.; MACEDO, G. O espetáculo dos bastidores. Revista de Carnaval
2010: Mangueira. Rio de Janeiro: Estação Primeira de Mangueira, 2010.

Ambos os textos exaltam o brilho, a beleza, a tradição e o compromisso
dos dirigentes e de todos os componentes com a escola de samba Estação
Primeira de Mangueira. Uma das diferenças que se estabelece entre os
textos é que","o artigo jornalístico cumpre a função de transmitir emoções e sensações, mais do que a letra de música.",a letra de música privilegia a função social de comunicar a seu público a crítica em relação ao samba e aos sambistas.,"a linguagem poética, no Texto I, valoriza imagens metafóricas e a própria escola, enquanto a linguagem, no Texto II, cumpre a função de informar e envolver o leitor.","ao associar *esmeraldas* e *rosas* às cores da escola, o Texto I acende a rivalidade entre escolas de samba, enquanto o Texto II é neutro.","o Texto I sugere a riqueza material da Mangueira, enquanto o Texto II destaca o trabalho na escola de samba.",C,
2,LINGUAGENS,INTERPRETAÇÃO DE ASPECTOS DO TEXTO,7,ENEM 2017 -- LIN,"**

**O mundo revivido**

Sobre esta casa e'as árvores que o tempo\
esqueceu de levar. Sobre o curral\
de pedra e paz e de outras vacas tristes\
chorando a lua e a noite sem bezerros.

Sobre a parede larga deste açude\
onde outras cobras verdes se arrastavam,\
e pondo o sol nos seus olhos parados\
iam colhendo sua safra de sapos.

Sob as constelações do sul que a noite\
armava e desarmava: as Três Marias,\
o Cruzeiro distante e o Sete-Estrelo.

Sobre este mundo revivido em vão,\
a lembrança de primos, de cavalos,\
de silêncio perdido para sempre.

DOBAL, H. **A província deserta **. Rio de Janeiro: Artenova, 1974.

No processo de reconstituição do tempo vivido, o eu lírico projeta um
conjunto de imagens cujo lirismo se fundamenta no",inventário das memórias evocadas afetivamente.,reflexo da saudade no desejo de voltar à infância.,sentimento de inadequação com o presente vivido.,ressentimento com as perdas materiais e humanas.,lapso no fluxo temporal dos eventos trazidos à cena.,A,
2,LINGUAGENS,INTERPRETAÇÃO DE ASPECTOS DO TEXTO,8,ENEM 2013 -- LIN,"**

**Lusofonia**

*rapariga: *s.f., fem. de rapaz: mulher nova; moça; menina; (Brasil),
meretriz.

Escrevo um poema sobre a rapariga que está sentada\
no café, em frente da chávena de café, enquanto\
alisa os cabelos com a mão. Mas não posso escrever este\
poema sobre essa rapariga porque, no brasil, a palavra\
rapariga não quer dizer o que ela diz em portugal. Então,\
terei de escrever a mulher nova do café, a jovem do café,\
a menina do café, para que a reputação da pobre rapariga\
que alisa os cabelos com a mão, num café de lisboa, não\
fique estragada para sempre quando este poema atravessar o\
atlântico para desembarcar no rio de janeiro. E isto tudo\
sem pensar em áfrica, porque aí lá terei\
de escrever sobre a moça do café, para\
evitar o tom demasiado continental da rapariga, que é\
uma palavra que já me está a pôr com dores\
de cabeça até porque, no fundo, a única coisa que eu queria\
era escrever um poema sobre a rapariga do\
café. A solução, então, é mudar de café, e limitar-me a\
escrever um poema sobre aquele café onde nenhuma\
rapariga se pode sentar à mesa porque só servem café ao balcão.

JÚDICE, N. **Matéria do Poema.** Lisboa: D. Quixote, 2008.

O texto traz em relevo as funções metalinguística e poética. Seu caráter
metalinguístico justifica-se pela",discussão da dificuldade de se fazer arte inovadora no mundo contemporâneo.,"defesa do movimento artístico da pós-modernidade, típico do século XX.","abordagem de temas do cotidiano, em que a arte se volta para assuntos rotineiros.","tematização do fazer artístico, pela discussão do ato de construção da própria obra.","valorização do efeito de estranhamento causado no público, o que faz a obra ser reconhecida.",D,
2,HISTÓRIA,PERÍODO MEDIEVAL,1,UFPR 2023 -- HIS,"**

""\[No sistema feudal\] Enquanto o vassalo jurava fidelidade e obediência
ao senhor por toda a vida, o chefe ou patrono de um grupo de vassalos
concedia a eles habitação, roupa, comida e equipamentos. Às vezes, o
senhor, em troca de remuneração em bens, cedia ao vassalo uma terra e
transferia para ele a obrigação de manter-se"".

(Fonte: MICELI, Paulo. O feudalismo. 3 ed. Campinas: UNICAMP, 1988, p.
37.)

 

A respeito do Sistema Feudal, é CORRETO afirmar que:","A partir do século XIII, os tributos ligados aos *feudos *foram chamados de *Cota Vencida*, um tipo de imposto cobrado pelos senhores feudais mesmo que não houvesse excedente na colheita final.","O chefe ou patrono de um grupo de vassalos aplicava severas penas chamadas de* Iudicium ad Furtum*, caso estes servos reservassem secretamente para si parte da colheita destinada ao lucro do senhor feudal.",Apenas a alta classe eclesiástica -- bispos e cardeais -- desfrutava dos lucros obtidos no feudo concedendo em troca a realização exclusiva de todos os ofícios religiosos aos suseranos.,"O feudo foi uma forma de posse sobre alguns bens reais que se dava por meio de um pacto de fidelidade e lealdade tornando-se, portanto, a base para o estabelecimento de uma aristocracia fundiária.","A busca por especialistas no plantio e na manufatura de equipamentos acontecia nos burgos onde residiam os agricultores e artesãos, especialistas na produção ou fabricação de equipamentos.",D,
2,HISTÓRIA,PERÍODO MEDIEVAL,2,UFT 2023 -- HIS,"**

""Nessa intermediação entre Deus e os homens, o clero sempre procurou
transformar os terrores do mundo em receios sobre a vida eterna. O peso
da violência, o medo do sexo e da morte, eis alguns ingredientes do
período capazes de criar nos indivíduos uma culpa surda e servir de
obstáculo à felicidade dos homens. O medo do inferno se revelava mais
forte que a crença na salvação: afinal, os diabos são seres temíveis,
sempre à espreita"".

 

Tomando como base o excerto acima, analise as seguintes assertivas que
caracterizam a atuação político-cultural da Igreja Católica na Idade
Média europeia:

 

I. O domínio da produção artística que fez surgir diversas obras na
música, arquitetura, pintura e escultura de caráter moralista e
religioso.

II\. A produção de obras relatando a vida dos santos como exemplos
morais e de boa-conduta a serem seguidos em nome da ordem social.

III\. A promoção da alfabetização universal, garantindo o livre acesso
da população à interpretação da Bíblia e das escrituras sagradas.

IV\. A presença da Igreja e de sacerdotes junto às comunidades locais
estabelecendo o controle da vida pública e privada das pessoas.

V. A promoção sistemática do medo e, em contrapartida, a concepção da
Igreja como única possibilidade de salvação frente às ameaças.

 

Assinale a alternativa **CORRETA**:","Apenas as afirmativas I, IV e V estão corretas.","Apenas as afirmativas I, II, IV e V estão corretas.","Apenas as afirmativas II, III e V estão corretas.",Todas as afirmativas estão corretas.,,B,
2,HISTÓRIA,PERÍODO MEDIEVAL,3,UECE 2022 -- HIS,"**

Tendo surgido durante a existência do Império Romano, a religião cristã
sobreviveu ao colapso do império e se manteve cada vez mais forte
durante todo o período medieval.

 

Considerando a crescente influência do cristianismo e da Igreja Católica
na época medieval, assinale a afirmação **FALSA**.",A Igreja Católica formulou uma série de regras a serem aplicadas às atividades econômicas.,"Politicamente, a Igreja Católica era subordinada ao poder dos Reis.","A Reforma Gregoriana, feita pelo Papa Gregório VII, aumentou a supremacia dos papas.","A jurisdição da Igreja também se estendeu a vários assuntos da comunidade como, por exemplo, à questão da família.",,B,
2,HISTÓRIA,PERÍODO MEDIEVAL,4,UFPR 2022 -- HIS,"**

Leia o seguinte excerto:

 

\[\...\] o acúmulo de agressões que atingiram as populações do Ocidente
de 1348 ao começo do século XVIII criou, de alto a baixo do corpo
social, um abalo psíquico profundo \[\...\]. Constitui-se um 'país do
medo' no interior do qual uma civilização se sentiu 'pouco à vontade' e
povoou de fantasmas mórbidos.

(DELUMEAU, J. História do Medo no Ocidente: 1300-1800, Uma Cidade
Sitiada. Tradução Maria Lucia Machado. São Paulo: Companhia das Letras,
2009, p. 43.)

 

De acordo com os conhecimentos sobre a Europa no século XIV, são duas
das principais ""agressões"" relacionadas ao excerto acima:",a crise do sistema mercantilista e as revoltas burguesas.,a querela das investiduras e as controvérsias iconoclastas.,a chamada caça às bruxas e as expedições cruzadas.,a guerra das Duas Rosas e as invasões dos hunos.,a epidemia de peste bubônica e as ondas de fome.,E,
